procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29673548 230324 31118020    0    0     0    12 3601 6845  6  0 94  0  0
 1  0      0 29669200 230324 31118136    0    0     0     0 3609 5868  6  0 94  0  0
 1  0      0 29664852 230324 31118716    0    0     0     0 3514 6310  6  0 94  0  0
 1  0      0 29650044 230332 31121132    0    0     0    24 3639 14375  6  0 93  0  0
 1  0      0 29619356 230332 31124108    0    0     0     0 3734 13207  6  0 93  0  0
 1  0      0 29613760 230340 31127048    0    0     0    12 3743 16413  6  0 93  0  0
 1  0      0 29601548 230340 31133328    0    0     0     0 3888 26322  6  0 93  0  0
 1  0      0 29593484 230340 31142064    0    0     0     0 4174 33910  6  0 93  0  0
 1  0      0 29584536 230348 31142852    0    0     0    28 3677 6187  6  0 94  0  0
 4  0      0 29677968 230348 31146072    0    0     0     0 8072 14651 15  1 85  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29655852 230356 31146064    0    0     0   204 5030 4193 44  0 56  0  0
 8  0      0 29638712 230356 31146080    0    0     0    28 4137 3950 50  0 50  0  0
 8  0      0 29632852 230356 31146080    0    0     0     0 4106 3989 49  0 51  0  0
 5  0      0 29621384 230356 31146092    0    0     0     0 3939 3559 40  0 60  0  0
 8  0      0 29617288 230364 31146088    0    0     0    28 3881 3878 37  0 63  0  0
 8  0      0 29599868 230372 31146092    0    0     0    12 4699 5698 50  0 50  0  0
 8  0      0 29576312 230372 31146108    0    0     0     0 4383 4423 50  0 50  0  0
 8  0      0 29562008 230372 31146112    0    0     0     0 4084 3830 50  0 50  0  0
 8  0      0 29561252 230372 31146112    0    0     0     4 4055 4476 50  0 50  0  0
 7  0      0 29555896 230372 31146116    0    0     0     0 4266 4252 49  0 51  0  0
 2  0      0 29551296 230388 31146184    0    0     0   248 3617 4278 22  0 78  0  0
 2  0      0 29485256 230388 31146192    0    0     0     0 3628 7891 13  0 87  0  0
 2  0      0 29422728 230388 31186524    0    0     0     0 3946 121410 12  1 87  0  0
 2  0      0 29375364 230388 31234596    0    0     0     0 3987 133399 12  1 86  0  0
 2  0      0 29373852 230388 31235964    0    0     0     0 3732 10887 13  0 87  0  0
 3  0      0 29373600 230404 31235968    0    0     0    60 3580 5770 13  0 87  0  0
 1  0      0 29372340 230404 31235976    0    0     0     0 3462 4621  7  0 94  0  0
 1  0      0 29372340 230404 31235976    0    0     0     0 3648 4557  6  0 94  0  0
 1  0      0 29372340 230404 31235984    0    0     0 116916 4261 5615  6  0 93  1  0
 1  0      0 29371584 230404 31236032    0    0     0    24 3764 5381  7  0 93  0  0
 1  0      0 29371584 230412 31236024    0    0     0    12 3690 4540  6  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29371584 230420 31236024    0    0     0    28 3672 4535  6  0 94  0  0
 1  0      0 29371332 230420 31236048    0    0     0     0 3698 4549  6  0 94  0  0
 1  0      0 29371332 230420 31236052    0    0     0     0 3568 4335  6  0 94  0  0
 1  0      0 29371332 230420 31235648    0    0     0   256 3629 4343  6  0 93  0  0
 1  0      0 29371332 230428 31235836    0    0     0    12 3621 4327  6  0 94  0  0
 1  0      0 29371332 230428 31235848    0    0     0     0 3608 4321  6  0 94  0  0
 1  0      0 29371080 230428 31235856    0    0     0     0 3629 4345  6  0 94  0  0
 1  0      0 29370324 230428 31235856    0    0     0     0 3631 4791  6  0 94  0  0
 1  0      0 29369820 230440 31235856    0    0     0    44 3712 5322  7  0 93  0  0
 1  0      0 29369568 230448 31235896    0    0     0    12 3802 4643  6  0 94  0  0
 2  0      0 29368812 230448 31235916    0    0     0   172 3822 5957  8  0 92  0  0
 8  0      0 29368812 230448 31235916    0    0     0     0 4012 5425 19  0 80  0  0
 8  0      0 29365816 230448 31235924    0    0     0     0 88932 307284 34 11 55  0  0
 8  0      0 29355760 230448 31235944    0    0     0     4 35998 113985 48  4 48  0  0
 8  0      0 29354752 230456 31235936    0    0     0    28 29039 75395 47  3 50  0  0
 8  0      0 29354752 230456 31235940    0    0     0     0 4416 4174 50  0 50  0  0
 6  0      0 29354752 230464 31235940    0    0     0    48 4423 6249 45  0 55  0  0
 8  0      0 29354752 230464 31235956    0    0     0     0 4307 4204 40  0 60  0  0
 8  0      0 29353996 230464 31236020    0    0     0   516 4854 4878 50  0 50  0  0
 8  0      0 29353996 230472 31236020    0    0     0    12 4487 4857 50  0 50  0  0
 8  0      0 29341836 230472 31236036    0    0     0     0 4544 3295 50  0 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 29341244 230480 31236040    0    0     0    28 4310 3837 47  0 53  0  0
 5  0      0 29339984 230480 31236048    0    0     0     0 4182 4938 37  0 63  0  0
 3  0      0 29339984 230480 31236052    0    0     0     0 4165 6778 27  0 72  0  0
 4  0      0 29339984 230488 31236048    0    0     0    12 3936 4210 23  0 77  0  0
 4  0      0 29339984 230488 31236060    0    0     0    20 3922 4205 25  0 75  0  0
 3  0      0 29339732 230496 31236068    0    0     0    12 3935 5073 24  0 76  0  0
 3  0      0 29339732 230496 31236072    0    0     0     0 3716 4495 19  0 81  0  0
 3  0      0 29339732 230496 31236112    0    0     0     8 3719 5391 20  0 80  0  0
 2  0      0 29339732 230504 31236116    0    0     0    12 3910 7704 17  0 83  0  0
 2  0      0 29339732 230504 31236124    0    0     0   144 3629 4637 13  0 87  0  0
 2  0      0 29339732 230512 31236120    0    0     0    88 3768 4836 13  0 87  0  0
 2  0      0 29339732 230512 31236132    0    0     0     0 3675 4061 13  0 87  0  0
 5  0      0 29339732 230512 31236160    0    0     0   176 3819 5022 14  0 85  0  0
 2  0      0 29326688 230520 31236168    0    0     0    24 3755 7515 18  0 82  0  0
 1  0      0 29326688 230520 31236172    0    0     0     0 3728 8045 12  0 88  0  0
 1  0      0 29326688 230520 31236176    0    0     0     0 3612 4542  6  0 94  0  0
 1  0      0 29326688 230520 31236188    0    0     0     0 3645 4591  6  0 94  0  0
 1  0      0 29326448 230528 31236228    0    0     0    84 3645 5392  7  0 93  0  0
 1  0      0 29326448 230536 31236224    0    0     0    12 3778 4371  6  0 93  0  0
 1  0      0 29326448 230536 31236236    0    0     0     0 3605 4332  6  0 94  0  0
 1  0      0 29326448 230536 31236244    0    0     0   168 3626 4416  6  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29326448 230536 31236248    0    0     0     0 3509 4382  6  0 94  0  0
 1  0      0 29326448 230536 31236252    0    0     0    12 3691 4425  6  0 94  0  0
 1  0      0 29326448 230544 31236248    0    0     0    36 3629 4425  6  0 94  0  0
 1  0      0 29326448 230544 31236264    0    0     0     0 3771 4589  6  0 94  0  0
 1  0      0 29326448 230544 31236268    0    0     0     0 3636 4532  6  0 94  0  0
 1  0      0 29326448 230544 31236268    0    0     0     0 3637 4558  6  0 94  0  0
 1  0      0 29326196 230552 31236332    0    0     0    20 3858 5545  7  0 93  0  0
 1  0      0 29326196 230560 31236340    0    0     0    12 3648 4682  6  0 94  0  0
 1  0      0 29326196 230560 31236340    0    0     0     8 3575 4461  6  0 94  0  0
 1  0      0 29326196 230560 31236340    0    0     0     0 3575 4425  6  0 94  0  0
 1  0      0 29326196 230560 31236352    0    0     0     0 3481 4305  6  0 94  0  0
 1  0      0 29326196 230568 31236356    0    0     0    28 3530 4446  6  0 94  0  0
 1  0      0 29326196 230576 31236364    0    0     0    12 3475 4498  6  0 94  0  0
 1  0      0 29326196 230576 31236368    0    0     0     0 3519 4523  6  0 94  0  0
 1  0      0 29326196 230576 31236368    0    0     0     0 3642 4395  6  0 94  0  0
 1  0      0 29325944 230576 31236376    0    0     0     0 3620 4392  6  0 94  0  0
 1  0      0 29325944 230576 31236416    0    0     0     0 3797 5575  7  0 93  0  0
 1  0      0 29325944 230584 31236408    0    0     0    12 3668 4681  6  0 94  0  0
 1  0      0 29325944 230584 31236416    0    0     0     0 3497 4699  6  0 94  0  0
 1  0      0 29325944 230584 31236432    0    0     0     0 3564 5529  6  0 94  0  0
 1  0      0 29325944 230584 31236436    0    0     0    44 3624 5441  7  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29325944 230584 31236436    0    0     0     0 3480 4342  7  0 93  0  0
 1  0      0 29325944 230592 31236468    0    0     0    20 3429 4367  6  0 94  0  0
 1  0      0 29325944 230592 31236472    0    0     0    28 3560 4406  6  0 94  0  0
 1  0      0 29325944 230592 31236476    0    0     0   132 3587 4527  6  0 94  0  0
 1  0      0 29325944 230600 31236468    0    0     0    28 3518 4334  6  0 94  0  0
 1  0      0 29325944 230600 31236520    0    0     0     0 3659 5091  7  0 93  0  0
 1  0      0 29325944 230608 31236528    0    0     0    24 3680 4611  6  0 94  0  0
 1  0      0 29325944 230608 31236528    0    0     0     0 3688 4738  6  0 94  0  0
 1  0      0 29325944 230608 31236528    0    0     0     0 3729 4570  6  0 94  0  0
 1  0      0 29325944 230608 31236540    0    0     0     0 3643 5214  6  0 94  0  0
 1  0      0 29325944 230608 31236544    0    0     0     0 3707 5616  6  0 94  0  0
 5  0      0 29317752 230616 31236548    0    0     0    12 4207 7812 25  1 74  0  0
 7  0      0 29317752 230616 31236552    0    0     0     0 40688 139099 38  5 57  0  0
 4  0      0 29317752 230616 31236560    0    0     0   192 5314 8825 33  1 66  0  0
 6  0      0 29317752 230616 31236568    0    0     0     0 3850 6436 29  0 71  0  0
 5  0      0 29317500 230616 31236628    0    0     0     0 3932 4935 32  0 67  0  0
 3  0      0 29317500 230632 31236620    0    0     0    52 3766 3754 29  0 71  0  0
 3  0      0 29313404 230632 31236636    0    0     0    64 3651 5367 19  0 81  0  0
 2  0      0 29313404 230632 31236644    0    0     0     0 3829 7353 17  0 82  0  0
 2  0      0 29313404 230632 31236652    0    0     0     0 3658 4208 13  0 87  0  0
 2  0      0 29313404 230640 31236644    0    0     0    36 3760 4268 13  0 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 29313404 230648 31236660    0    0     0    12 3653 4163 13  0 87  0  0
 2  0      0 29312900 230648 31236732    0    0     0     0 3618 4277 13  0 87  0  0
 2  0      0 29312900 230648 31236740    0    0     0     0 3493 4209 13  0 87  0  0
 2  0      0 29312900 230648 31236740    0    0     0     0 3607 4327 13  0 87  0  0
 1  0      0 29312900 230648 31236780    0    0     0     0 3897 21933 12  0 88  0  0
 1  0      0 29312900 230656 31236784    0    0     0    12 3625 4583  6  0 94  0  0
 1  0      0 29312900 230656 31236792    0    0     0     0 3625 4569  6  0 94  0  0
 1  0      0 29312900 230656 31236792    0    0     0     0 3690 4594  6  0 94  0  0
 2  0      0 29312900 230664 31236800    0    0     0    12 3753 6721 11  0 89  0  0
 1  0      0 29312900 230664 31236824    0    0     0     0 3912 6264  9  0 91  0  0
 1  0      0 29312900 230672 31236832    0    0     0    12 3711 4680  6  0 94  0  0
 1  0      0 29312900 230672 31236832    0    0     0     0 3629 4693  6  0 94  0  0
 1  0      0 29312900 230672 31236840    0    0     0     0 3646 4743  6  0 94  0  0
 1  0      0 29312900 230680 31236844    0    0     0    40 3671 4735  6  0 94  0  0
 1  0      0 29312900 230680 31236884    0    0     0     0 3779 5987  7  0 93  0  0
 1  0      0 29312900 230688 31236888    0    0     0    12 3824 4649  6  0 94  0  0
 1  0      0 29312900 230688 31236892    0    0     0    28 3905 4625  6  0 94  0  0
 1  0      0 29312900 230688 31236900    0    0     0     0 3628 4625  6  0 94  0  0
 1  0      0 29311640 230688 31236904    0    0     0   136 3540 4684  6  0 94  0  0
 1  0      0 29311640 230688 31236904    0    0     0     0 3564 4713  6  0 94  0  0
 1  0      0 29311640 230696 31236912    0    0     0   120 3526 4669  6  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29311388 230696 31236984    0    0     0     0 3506 4575  7  0 93  0  0
 1  0      0 29311388 230696 31236988    0    0     0     0 3444 4498  6  0 94  0  0
 1  0      0 29311388 230704 31236980    0    0     0    24 3492 4581  6  0 94  0  0
 1  0      0 29310392 230704 31237056    0    0     0     0 3678 5489  7  0 93  0  0
 1  0      0 29310392 230712 31237064    0    0     0    24 3519 5503  6  0 94  0  0
 1  0      0 29310392 230712 31237064    0    0     0     4 3474 4987  6  0 94  0  0
 1  0      0 29310392 230712 31237064    0    0     0     0 3409 5022  6  0 94  0  0
 1  0      0 29310392 230712 31237076    0    0     0   192 3397 4369  6  0 94  0  0
 1  0      0 29310392 230720 31237084    0    0     0    12 3445 4504  6  0 94  0  0
 1  0      0 29310392 230728 31237092    0    0     0    28 3331 4578  6  0 94  0  0
 1  0      0 29309888 230736 31237084    0    0     0    40 3622 5221  6  0 94  0  0
 1  0      0 29309636 230736 31237104    0    0     0     0 3516 5743  6  0 94  0  0
 1  0      0 29309412 230736 31237104    0    0     0   132 3569 5364  6  0 94  0  0
 1  0      0 29309412 230736 31237144    0    0     0     0 3598 5114  7  0 93  0  0
 1  0      0 29309412 230744 31237148    0    0     0    20 3627 4551  6  0 94  0  0
 1  0      0 29309412 230752 31237156    0    0     0   228 3657 4457  6  0 94  0  0
 1  0      0 29309412 230752 31237156    0    0     0     0 3579 4369  6  0 94  0  0
 1  0      0 29309412 230752 31237164    0    0     0     0 3564 4305  6  0 94  0  0
 1  0      0 29309412 230752 31237164    0    0     0     0 3764 4639  6  0 93  0  0
 1  0      0 29309412 230760 31237196    0    0     0    12 3586 4578  6  0 94  0  0
 1  0      0 29309412 230760 31237272    0    0     0     0 3590 4639  7  0 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29309412 230768 31237280    0    0     0    84 3478 4639  6  0 94  0  0
 1  0      0 29309412 230768 31237280    0    0     0     0 3472 4669  6  0 94  0  0
 1  0      0 29309412 230768 31237320    0    0     0    40 3744 5473  7  0 93  0  0
 1  0      0 29309412 230776 31237328    0    0     0    12 3595 4598  6  0 94  0  0
 1  0      0 29309412 230776 31237328    0    0     0     0 3564 4603  6  0 94  0  0
 1  0      0 29309160 230776 31237336    0    0     0     0 3607 4615  6  0 94  0  0
 1  0      0 29309160 230784 31237336    0    0     0    20 3600 4553  6  0 94  0  0
 1  0      0 29309160 230784 31237344    0    0     0     0 3642 4581  6  0 94  0  0
 1  0      0 29309160 230792 31237348    0    0     0    12 3517 4595  6  0 94  0  0
 1  0      0 29309160 230792 31237352    0    0     0    28 3558 4565  6  0 94  0  0
 1  0      0 29309160 230792 31237356    0    0     0     0 3628 5033  6  0 94  0  0
 1  0      0 29309160 230792 31237364    0    0     0     0 3653 5463  6  0 94  0  0
 1  0      0 29308656 230792 31237420    0    0     0     4 3702 5837  7  0 93  0  0
 1  0      0 29308656 230800 31237428    0    0     0    12 3458 4300  6  0 94  0  0
 1  0      0 29308656 230800 31237432    0    0     0     0 3460 4181  6  0 94  0  0
 1  0      0 29308656 230800 31237436    0    0     0     8 3503 4275  6  0 94  0  0
 1  0      0 29308656 230800 31237440    0    0     0     0 3500 4241  6  0 94  0  0
 1  0      0 29308656 230800 31237440    0    0     0   284 3550 4339  6  0 94  0  0
 1  0      0 29308656 230816 31237452    0    0     0    56 3619 4450  6  0 94  0  0
 1  0      0 29308656 230816 31237520    0    0     0     8 3635 4591  7  0 93  0  0
 1  0      0 29308656 230816 31237524    0    0     0     0 3516 4501  6  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29308656 230816 31237528    0    0     0     0 3380 4407  6  0 94  0  0
 1  0      0 29308656 230816 31237576    0    0     0     0 3547 5346  7  0 93  0  0
 1  0      0 29308656 230824 31237576    0    0     0    12 3529 4495  6  0 94  0  0
 1  0      0 29308656 230824 31237588    0    0     0     0 3462 4513  6  0 94  0  0
 1  0      0 29308656 230832 31237588    0    0     0    12 3382 4346  6  0 94  0  0
 1  0      0 29308656 230832 31237596    0    0     0     0 3443 4314  6  0 94  0  0
 1  0      0 29308656 230832 31237620    0    0     0     0 3558 4555  6  0 94  0  0
 1  0      0 29308656 230840 31237624    0    0     0    12 3460 4337  6  0 94  0  0
 1  0      0 29308656 230840 31237628    0    0     0     0 3413 4375  6  0 94  0  0
 1  0      0 29308404 230840 31237636    0    0     0     0 3410 4980  6  0 94  0  0
 1  0      0 29308404 230840 31237640    0    0     0     0 3643 4852  6  0 94  0  0
 1  0      0 29308164 230848 31237672    0    0     0   152 3889 6163  7  0 93  0  0
 1  0      0 29307940 230856 31237680    0    0     0    20 3610 4400  6  0 94  0  0
 1  0      0 29307940 230856 31237680    0    0     0     0 3800 4284  6  0 94  0  0
 1  0      0 29307940 230856 31237692    0    0     0     0 3644 4395  6  0 94  0  0
 1  0      0 29307940 230856 31237692    0    0     0    28 3637 4327  6  0 94  0  0
 2  0      0 29293872 230856 31237716    0    0     0     0 4241 5618  7  0 93  0  0
 1  0      0 29297604 230864 31237700    0    0     0    16 4120 5597  7  0 92  0  0
 1  0      0 29297604 230864 31237776    0    0     0     0 3364 4459  7  0 93  0  0
 1  0      0 29297604 230864 31237780    0    0     0     0 3413 4635  6  0 94  0  0
 1  0      0 29297604 230864 31237788    0    0     0     0 3486 5290  6  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29297604 230872 31237840    0    0     0   576 3817 5966  7  0 93  0  0
 1  0      0 29297604 230880 31237848    0    0     0    36 3334 4476  6  0 94  0  0
 1  0      0 29297100 230880 31237852    0    0     0     0 3552 4637  6  0 94  0  0
 1  0      0 29297100 230880 31237860    0    0     0     0 3488 4296  6  0 94  0  0
 1  0      0 29297100 230880 31237860    0    0     0    64 3525 4363  6  0 94  0  0
 2  0      0 29296848 230880 31237868    0    0     0     0 3728 5070  8  0 92  0  0
 6  0      0 29296848 230888 31237872    0    0     0   188 3896 3676 26  0 74  0  0
 8  0      0 29296848 230896 31237876    0    0     0    64 4207 3021 49  0 51  0  0
 8  0      0 29296848 230896 31237884    0    0     0     4 4296 3290 50  0 50  0  0
 8  0      0 29296848 230896 31237888    0    0     0     0 4219 3414 50  0 50  0  0
 7  0      0 29296848 230896 31237932    0    0     0     0 5582 9606 50  0 50  0  0
 6  0      0 29296848 230904 31237924    0    0     0   156 4093 3859 42  0 58  0  0
 4  0      0 29296848 230904 31237944    0    0     0     0 3644 3490 29  0 71  0  0
 2  0      0 29296848 230904 31237944    0    0     0     0 3538 4048 15  0 85  0  0
 8  0      0 29295084 230912 31237952    0    0     0    16 4373 3253 48  0 51  0  0
 8  0      0 29294080 230912 31237764    0    0     0   260 5093 5245 51  0 49  0  0
 8  0      0 29294080 230920 31237768    0    0     0    12 4519 4302 50  0 50  0  0
 8  0      0 29294080 230920 31237840    0    0     0     0 4424 3863 50  1 49  0  0
 9  0      0 29294080 230920 31237848    0    0     0     0 4361 3549 50  0 50  0  0
 8  0      0 29294080 230920 31237852    0    0     0    52 4313 3684 50  0 50  0  0
 8  0      0 29293840 230928 31237892    0    0     0   604 4635 6793 50  0 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29293588 230936 31237896    0    0     0    12 4506 4036 50  0 50  0  0
 6  0      0 29293588 230936 31237908    0    0     0     0 4417 3473 48  0 52  0  0
 4  0      0 29293588 230936 31237908    0    0     0     0 4086 3577 33  0 67  0  0
 4  0      0 29293588 230936 31237920    0    0     0     0 3870 3664 25  0 75  0  0
 7  0      0 29293588 230944 31237928    0    0     0    20 22702 52802 23  2 75  0  0
 8  0      0 29293588 230952 31237928    0    0     0    32 145912 388150 37 11 52  0  0
 8  0      0 29293588 230952 31237936    0    0     0     0 43199 137425 45  5 51  0  0
 5  0      0 29276952 230952 31237940    0    0     0     0 57047 171294 43  6 51  0  0
 8  0      0 29276952 230952 31237944    0    0     0     0 68481 208472 42  7 51  0  0
 7  0      0 29276952 230960 31237980    0    0     0    40 183967 651454 29 18 54  0  0
 6  0      0 29276952 230968 31238008    0    0     0   228 174300 886995 13 32 55  0  0
 8  0      0 29276952 230968 31238020    0    0     0     0 96185 316769 39  9 52  0  0
 8  0      0 29276952 230968 31238028    0    0     0     0 80814 214268 42  7 51  0  0
 8  0      0 29276700 230968 31238032    0    0     0     0 71230 212083 41  8 51  0  0
 8  0      0 29276700 230976 31238040    0    0     0    16 12923 33503 48  2 50  0  0
 8  0      0 29276700 230984 31238040    0    0     0   176 49203 144118 44  5 51  0  0
 8  0      0 29276700 230984 31238112    0    0     0     0 48810 145259 43  7 51  0  0
 7  0      0 29273508 230984 31238092    0    0     0     0 161347 491005 32 15 52  0  0
 8  0      0 29272024 230984 31238104    0    0     0     0 129677 398484 35 12 52  0  0
 7  0      0 29273548 230992 31238108    0    0     0    40 80539 297336 39  9 52  0  0
 8  0      0 29273548 231000 31238148    0    0     0    36 124334 555562 30 16 53  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29273044 231000 31238156    0    0     0    28 5022 7379 49  1 50  0  0
 8  0      0 29273044 231000 31238220    0    0     0   588 4680 6393 50  0 50  0  0
 8  0      0 29272540 231000 31238232    0    0     0     4 4768 12515 50  0 50  0  0
 8  0      0 29272540 231008 31238252    0    0     0    44 4525 8285 50  0 50  0  0
 8  0      0 29272288 231016 31238264    0    0     0    12 4947 9818 50  1 50  0  0
 8  0      0 29272288 231016 31238264    0    0     0     0 8730 20699 48  2 50  0  0
 8  0      0 29271784 231016 31238272    0    0     0     0 4854 8655 49  1 50  0  0
 8  0      0 29271784 231016 31238276    0    0     0     0 8367 16273 49  1 50  0  0
 7  0      0 29271784 231024 31238296    0    0     0  9880 131048 431566 36 12 52  0  0
 7  0      0 29271784 231032 31238328    0    0     0    12 179165 825183 21 23 55  0  0
 8  0      0 29271784 231032 31238340    0    0     0   176 118554 392028 35 12 52  0  0
 8  0      0 29271784 231032 31238352    0    0     0     0 156408 432948 34 13 53  0  0
 8  0      0 29271784 231032 31238352    0    0     0     0 75851 209190 41  8 51  0  0
 8  0      0 29271784 231040 31238360    0    0     0    12 10325 20883 47  3 50  0  0
 8  0      0 29271784 231048 31238364    0    0     0    24 7031 12720 49  1 50  0  0
 8  0      0 29271784 231048 31238440    0    0     0     0 15167 37387 48  3 49  0  0
 8  0      0 29271532 231048 31238440    0    0     0     0 66807 177192 42  7 51  0  0
 8  0      0 29271532 231048 31238448    0    0     0     0 4705 8882 50  0 50  0  0
 8  0      0 29271284 231056 31238472    0    0     0    24 4688 7718 50  0 50  0  0
 8  0      0 29271284 231064 31238532    0    0     0    12 5378 17425 49  1 50  0  0
 8  0      0 29271284 231064 31238532    0    0     0     0 5698 13979 49  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29267188 231064 31238540    0    0     0     4 18333 44666 48  2 50  0  0
 8  0      0 29266936 231064 31238544    0    0     0     0 4450 4978 50  0 50  0  0
 8  0      0 29266936 231072 31238552    0    0     0    20 4942 11803 49  1 50  0  0
 8  0      0 29266936 231080 31238552    0    0     0    60 5242 13066 49  1 50  0  0
 8  0      0 29266936 231080 31238560    0    0     0     4 5080 9216 49  1 50  0  0
 8  0      0 29266936 231080 31238568    0    0     0     0 4447 5327 50  0 50  0  0
 8  0      0 29266684 231080 31238576    0    0     0    12 10791 25840 47  3 50  0  0
 7  0      0 29266684 231088 31238588    0    0     0    12 75986 242854 40  9 51  0  0
 7  0      0 29266684 231096 31238632    0    0     0    12 208971 815572 24 21 55  0  0
 7  0      0 29266684 231096 31238640    0    0     0   324 123461 339483 37 11 52  0  0
 8  0      0 29266684 231096 31238640    0    0     0     4 72526 193016 41  8 51  0  0
 8  0      0 29258492 231096 31238648    0    0     0     0 47166 178373 41  6 53  0  0
 8  0      0 29258492 231104 31238676    0    0     0    16 5628 7828 50  1 50  0  0
 8  0      0 29258492 231112 31238684    0    0     0    28 4526 8202 50  1 50  0  0
 9  0      0 29258492 231112 31238684    0    0     0     0 4271 4540 50  0 50  0  0
 8  0      0 29258492 231112 31238756    0    0     0     0 4335 7132 50  0 49  0  0
 8  0      0 29258492 231112 31238760    0    0     0     0 4515 4320 50  0 50  0  0
 8  0      0 29258492 231112 31238788    0    0     0   348 4650 9125 50  0 50  0  0
 8  0      0 29258492 231128 31238816    0    0     0    28 4403 4608 50  0 50  0  0
 8  0      0 29258492 231128 31238824    0    0     0     0 4511 8733 50  0 50  0  0
 8  0      0 29258240 231128 31238828    0    0     0   148 4621 7453 50  0 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29258240 231128 31238836    0    0     0     0 56294 136281 43  6 51  0  0
 8  0      0 29245952 231128 31238840    0    0     0     0 4439 4904 49  0 51  0  0
 8  0      0 29245952 231144 31238844    0    0     0    36 5909 11214 49  1 50  0  0
 8  0      0 29245952 231144 31238852    0    0     0    20 4536 3314 50  0 50  0  0
 8  0      0 29245952 231144 31238852    0    0     0     0 4446 3168 50  0 50  0  0
 8  0      0 29245952 231144 31238860    0    0     0     0 4369 4341 50  0 50  0  0
 8  0      0 29245700 231144 31238904    0    0     0     0 5006 10023 50  0 50  0  0
 8  0      0 29245700 231160 31238944    0    0     0   100 4532 4690 50  0 50  0  0
 8  0      0 29245700 231160 31239008    0    0     0     0 4602 6729 50  0 50  0  0
 8  0      0 29245700 231160 31239016    0    0     0   240 4474 5430 50  0 50  0  0
 8  0      0 29245700 231160 31239020    0    0     0     0 4466 3175 50  0 50  0  0
 8  0      0 29245700 231160 31239028    0    0     0     0 4437 6130 50  0 50  0  0
 8  0      0 29245700 231176 31239028    0    0     0    68 4357 7234 50  0 50  0  0
 8  0      0 29241604 231176 31239036    0    0     0     0 4330 4081 50  0 50  0  0
 8  0      0 29241352 231176 31239104    0    0     0     0 4432 6914 51  1 49  0  0
 8  0      0 29241352 231176 31239112    0    0     0     0 4315 3331 50  0 50  0  0
 8  0      0 29241352 231176 31239124    0    0     0     0 4258 3424 50  0 50  0  0
 8  0      0 29241352 231192 31239168    0    0     0    24 4201 4652 50  0 50  0  0
 8  0      0 29241352 231192 31239176    0    0     0     0 4205 5019 50  0 50  0  0
 8  0      0 29241100 231192 31239176    0    0     0     0 4293 5938 50  0 50  0  0
 8  0      0 29241100 231192 31239184    0    0     0     0 4363 5873 50  0 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29240352 231192 31239208    0    0     0     0 7216 17603 47  3 50  0  0
